invoice_id,branch,city,customer_type,gender_customer,product_line,unit_cost,quantity,5pct_markup,revenue,date,time,payment_method,cogs,gm_pct,gross_income,rating
566-71-1091,A,Yangon,Normal,Masculino,Acessórios de moda,77.02,5,19255,404355,02/03/19,15:59,Dinheiro,385.1,4.761904762,19255,5.5
442-48-3607,A,Yangon,Membro,Masculino,Comida e bebidas,23.48,2,2348,49308,3/14/2019,11:21,Cartão de crédito,46.96,4.761904762,2348,7.9
835-16-0096,C,Naypyitaw,Membro,Masculino,Esportes e viagem,14.7,5,3675,77175,3/24/2019,13:48,Cartão de débito,73.5,4.761904762,3675,8.5
527-09-6272,A,Yangon,Membro,Feminino,Acessórios eletrônicos,28.45,5,7.1125,149.3625,3/21/2019,10:17,Cartão de crédito,142.25,4.761904762,7.1125,9.1
898-04-2717,A,Yangon,Normal,Masculino,Acessórios de moda,76.4,9,34.38,721.98,3/19/2019,15:49,Cartão de débito,687.6,4.761904762,34.38,7.5
692-27-8933,B,Mandalay,Normal,Feminino,Esportes e viagem,57.95,6,17385,365085,2/24/2019,13:02,Dinheiro,347.7,4.761904762,17385,5.2
633-09-3463,C,Naypyitaw,Normal,Feminino,Acessórios eletrônicos,47.65,3,7.1475,150.0975,3/28/2019,12:58,Cartão de crédito,142.95,4.761904762,7.1475,9.5
374-17-3652,B,Mandalay,Membro,Feminino,Comida e bebidas,42.82,9,19269,404649,02/05/19,15:26,Cartão de crédito,385.38,4.761904762,19269,8.9
378-07-7001,B,Mandalay,Membro,Masculino,Acessórios eletrônicos,48.09,3,7.2135,151.4835,02/10/19,18:23,Cartão de crédito,144.27,4.761904762,7.2135,7.8
433-75-6987,B,Mandalay,Membro,Feminino,Saúde e beleza,55.97,7,19.5895,411.3795,03/05/19,19:06,Cartão de débito,391.79,4.761904762,19.5895,8.9
873-95-4984,B,Mandalay,Membro,Feminino,Saúde e beleza,76.9,7,26915,565215,2/15/2019,20:21,Dinheiro,538.3,4.761904762,26915,7.7
416-13-5917,C,Naypyitaw,Normal,Feminino,Comida e bebidas,97.03,5,24.2575,509.4075,1/30/2019,16:24,Cartão de débito,485.15,4.761904762,24.2575,9.3
150-89-8043,A,Yangon,Normal,Masculino,Esportes e viagem,44.65,3,6.6975,140.6475,2/14/2019,15:04,Dinheiro,133.95,4.761904762,6.6975,6.2
135-84-8019,A,Yangon,Normal,Feminino,Acessórios de moda,77.93,9,35.0685,736.4385,2/27/2019,16:10,Cartão de débito,701.37,4.761904762,35.0685,7.6
441-94-7118,A,Yangon,Membro,Masculino,Acessórios eletrônicos,71.95,1,3.5975,75.5475,02/04/19,12:14,Dinheiro,71.95,4.761904762,3.5975,7.3
725-96-3778,C,Naypyitaw,Membro,Feminino,Casa e estilo de vida,89.25,8,35.7,749.7,1/20/2019,10:13,Dinheiro,714,4.761904762,35.7,4.7
531-80-1784,A,Yangon,Normal,Masculino,Acessórios eletrônicos,26.02,7,9107,191247,3/28/2019,17:38,Dinheiro,182.14,4.761904762,9107,5.1
400-45-1220,B,Mandalay,Normal,Feminino,Saúde e beleza,13.5,10,6.75,141.75,2/27/2019,11:06,Cartão de crédito,135,4.761904762,6.75,4.8
860-79-0874,C,Naypyitaw,Membro,Feminino,Acessórios de moda,99.3,10,49.65,1042.65,2/15/2019,14:53,Cartão de crédito,993,4.761904762,49.65,6.6
834-61-8124,A,Yangon,Normal,Masculino,Acessórios eletrônicos,51.69,7,18.0915,379.9215,1/26/2019,18:22,Dinheiro,361.83,4.761904762,18.0915,5.5
115-99-4379,B,Mandalay,Membro,Feminino,Acessórios de moda,54.73,7,19.1555,402.2655,3/14/2019,19:02,Cartão de crédito,383.11,4.761904762,19.1555,8.5
565-67-6697,B,Mandalay,Membro,Masculino,Casa e estilo de vida,27,9,12.15,255.15,03/02/19,14:16,Dinheiro,243,4.761904762,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Feminino,Acessórios eletrônicos,30.24,1,1512,31752,03/04/19,15:44,Dinheiro,30.24,4.761904762,1512,8.4
889-04-9723,B,Mandalay,Membro,Feminino,Comida e bebidas,89.14,4,17828,374388,01/07/19,12:20,Cartão de crédito,356.56,4.761904762,17828,7.8
632-90-0281,C,Naypyitaw,Normal,Feminino,Acessórios de moda,37.55,10,18775,394275,03/08/19,20:01,Cartão de crédito,375.5,4.761904762,18775,9.3
554-42-2417,C,Naypyitaw,Normal,Feminino,Esportes e viagem,95.44,10,47.72,1002.12,01/09/19,13:45,Dinheiro,954.4,4.761904762,47.72,5.2
453-63-6187,B,Mandalay,Normal,Masculino,Acessórios eletrônicos,27.5,3,4125,86625,03/01/19,15:40,Cartão de débito,82.5,4.761904762,4125,6.5
578-80-7669,B,Mandalay,Normal,Masculino,Esportes e viagem,74.97,1,3.7485,78.7185,3/16/2019,16:58,Dinheiro,74.97,4.761904762,3.7485,5.6
612-36-5536,A,Yangon,Membro,Masculino,Comida e bebidas,80.96,8,32384,680064,2/17/2019,11:12,Cartão de crédito,647.68,4.761904762,32384,7.4
605-72-4132,C,Naypyitaw,Normal,Feminino,Comida e bebidas,94.47,8,37788,793548,2/27/2019,15:12,Dinheiro,755.76,4.761904762,37788,9.1
471-41-2823,C,Naypyitaw,Normal,Masculino,Comida e bebidas,99.79,2,9979,209559,03/07/19,20:37,Cartão de débito,199.58,4.761904762,9979,8
462-67-9126,A,Yangon,Normal,Masculino,Casa e estilo de vida,73.22,6,21966,461286,1/21/2019,17:44,Dinheiro,439.32,4.761904762,21966,7.2
272-27-9238,C,Naypyitaw,Normal,Feminino,Comida e bebidas,41.24,4,8248,173208,2/19/2019,16:23,Dinheiro,164.96,4.761904762,8248,7.1
834-25-9262,C,Naypyitaw,Normal,Feminino,Acessórios de moda,81.68,4,16336,343056,01/06/19,12:12,Dinheiro,326.72,4.761904762,16336,9.1
122-61-9553,C,Naypyitaw,Normal,Feminino,Acessórios eletrônicos,51.32,9,23094,484974,3/14/2019,19:33,Dinheiro,461.88,4.761904762,23094,5.6
468-88-0009,A,Yangon,Membro,Masculino,Casa e estilo de vida,65.94,4,13188,276948,3/24/2019,10:29,Dinheiro,263.76,4.761904762,13188,6
613-59-9758,C,Naypyitaw,Normal,Feminino,Esportes e viagem,14.36,10,7.18,150.78,1/27/2019,14:28,Dinheiro,143.6,4.761904762,7.18,5.4
254-31-0042,A,Yangon,Membro,Masculino,Acessórios eletrônicos,21.5,9,9675,203175,03/06/19,12:46,Cartão de crédito,193.5,4.761904762,9675,7.8
201-86-2184,B,Mandalay,Membro,Feminino,Acessórios eletrônicos,26.26,7,9191,193011,02/02/19,19:40,Dinheiro,183.82,4.761904762,9191,9.9
261-12-8671,B,Mandalay,Normal,Feminino,Acessórios de moda,60.96,2,6096,128016,1/25/2019,19:39,Cartão de crédito,121.92,4.761904762,6096,4.9
730-70-9830,C,Naypyitaw,Normal,Feminino,Casa e estilo de vida,70.11,6,21033,441693,3/14/2019,17:54,Cartão de débito,420.66,4.761904762,21033,5.2
382-25-8917,C,Naypyitaw,Normal,Masculino,Acessórios de moda,42.08,6,12624,265104,1/29/2019,12:25,Dinheiro,252.48,4.761904762,12624,8.9
422-29-8786,A,Yangon,Normal,Feminino,Casa e estilo de vida,67.09,5,16.7725,352.2225,01/03/19,16:47,Cartão de crédito,335.45,4.761904762,16.7725,9.1
667-23-5919,A,Yangon,Membro,Feminino,Acessórios de moda,96.7,5,24175,507675,1/14/2019,12:52,Cartão de débito,483.5,4.761904762,24175,7
843-01-4703,B,Mandalay,Membro,Feminino,Casa e estilo de vida,35.38,9,15921,334341,01/05/19,19:50,Cartão de crédito,318.42,4.761904762,15921,9.6
743-88-1662,C,Naypyitaw,Normal,Masculino,Esportes e viagem,95.49,7,33.4215,701.8515,2/22/2019,18:17,Cartão de débito,668.43,4.761904762,33.4215,8.7
595-86-2894,C,Naypyitaw,Membro,Masculino,Acessórios de moda,96.98,4,19396,407316,02/06/19,17:20,Cartão de débito,387.92,4.761904762,19396,9.4
182-69-8360,B,Mandalay,Normal,Feminino,Acessórios eletrônicos,23.65,4,4.73,99.33,1/30/2019,13:32,Cartão de crédito,94.6,4.761904762,4.73,4
289-15-7034,A,Yangon,Membro,Masculino,Esportes e viagem,82.33,4,16466,345786,01/11/19,10:37,Cartão de crédito,329.32,4.761904762,16466,7.5
462-78-5240,C,Naypyitaw,Normal,Feminino,Acessórios eletrônicos,26.61,2,2661,55881,3/19/2019,14:35,Dinheiro,53.22,4.761904762,2661,4.2
868-52-7573,B,Mandalay,Normal,Feminino,Comida e bebidas,99.69,5,24.9225,523.3725,1/14/2019,12:09,Dinheiro,498.45,4.761904762,24.9225,9.9
153-58-4872,C,Naypyitaw,Membro,Feminino,Comida e bebidas,74.89,4,14978,314538,03/01/19,15:32,Cartão de débito,299.56,4.761904762,14978,4.2
662-72-2873,A,Yangon,Normal,Feminino,Comida e bebidas,40.94,5,10235,214935,01/06/19,13:58,Cartão de débito,204.7,4.761904762,10235,9.9
525-88-7307,B,Mandalay,Membro,Masculino,Esportes e viagem,75.82,1,3791,79611,1/31/2019,13:19,Dinheiro,75.82,4.761904762,3791,5.8
689-16-9784,C,Naypyitaw,Normal,Masculino,Comida e bebidas,46.77,6,14031,294651,03/11/19,13:37,Dinheiro,280.62,4.761904762,14031,6
725-56-0833,A,Yangon,Normal,Feminino,Saúde e beleza,32.32,10,16.16,339.36,2/20/2019,16:49,Cartão de crédito,323.2,4.761904762,16.16,10
394-41-0748,C,Naypyitaw,Membro,Feminino,Acessórios de moda,54.07,9,24.3315,510.9615,1/27/2019,14:55,Cartão de débito,486.63,4.761904762,24.3315,9.5
596-42-3999,B,Mandalay,Normal,Masculino,Comida e bebidas,18.22,7,6377,133917,03/10/19,14:04,Cartão de crédito,127.54,4.761904762,6377,6.6
541-89-9860,C,Naypyitaw,Membro,Feminino,Acessórios de moda,80.48,3,12072,253512,2/15/2019,12:31,Dinheiro,241.44,4.761904762,12072,8.1
173-82-9529,B,Mandalay,Normal,Feminino,Acessórios de moda,37.95,10,18975,398475,1/26/2019,14:51,Dinheiro,379.5,4.761904762,18975,9.7
563-36-9814,A,Yangon,Membro,Masculino,Acessórios eletrônicos,76.82,1,3841,80661,2/13/2019,18:27,Cartão de débito,76.82,4.761904762,3841,7.2
308-47-4913,A,Yangon,Membro,Feminino,Esportes e viagem,52.26,10,26.13,548.73,03/09/19,12:45,Cartão de crédito,522.6,4.761904762,26.13,6.2
885-17-6250,A,Yangon,Normal,Feminino,Saúde e beleza,79.74,1,3987,83727,03/06/19,10:36,Cartão de débito,79.74,4.761904762,3987,7.3
726-27-2396,A,Yangon,Normal,Feminino,Saúde e beleza,77.5,5,19375,406875,1/24/2019,20:36,Cartão de débito,387.5,4.761904762,19375,4.3
316-01-3952,A,Yangon,Normal,Feminino,Comida e bebidas,54.27,5,13.5675,284.9175,3/13/2019,14:16,Cartão de débito,271.35,4.761904762,13.5675,4.6
760-54-1821,B,Mandalay,Normal,Masculino,Casa e estilo de vida,13.59,9,6.1155,128.4255,3/15/2019,10:26,Dinheiro,122.31,4.761904762,6.1155,5.8
793-10-3222,B,Mandalay,Membro,Feminino,Saúde e beleza,41.06,6,12318,258678,03/05/19,13:30,Cartão de crédito,246.36,4.761904762,12318,8.3
346-12-3257,B,Mandalay,Membro,Masculino,Acessórios eletrônicos,19.24,9,8658,181818,03/04/19,16:28,Dinheiro,173.16,4.761904762,8658,8
110-05-6330,C,Naypyitaw,Normal,Feminino,Comida e bebidas,39.43,6,11829,248409,3/25/2019,20:18,Cartão de crédito,236.58,4.761904762,11829,9.4
651-61-0874,C,Naypyitaw,Normal,Masculino,Casa e estilo de vida,46.22,4,9244,194124,03/12/19,20:04,Cartão de crédito,184.88,4.761904762,9244,6.2
236-86-3015,C,Naypyitaw,Membro,Masculino,Casa e estilo de vida,13.98,1,699,14679,02/04/19,13:38,Cartão de débito,13.98,4.761904762,699,9.8
831-64-0259,B,Mandalay,Normal,Feminino,Acessórios de moda,39.75,5,9.9375,208.6875,2/22/2019,10:43,Cartão de débito,198.75,4.761904762,9.9375,9.6
587-03-7455,C,Naypyitaw,Membro,Feminino,Acessórios de moda,97.79,7,34.2265,718.7565,2/16/2019,17:30,Cartão de débito,684.53,4.761904762,34.2265,4.9
882-40-4577,A,Yangon,Membro,Masculino,Esportes e viagem,67.26,4,13452,282492,1/19/2019,15:28,Cartão de crédito,269.04,4.761904762,13452,8
732-67-5346,A,Yangon,Normal,Masculino,Comida e bebidas,13.79,5,3.4475,72.3975,01/11/19,19:07,Cartão de crédito,68.95,4.761904762,3.4475,7.8
725-32-9708,B,Mandalay,Membro,Feminino,Acessórios de moda,68.71,4,13742,288582,01/04/19,19:01,Dinheiro,274.84,4.761904762,13742,4.1
256-08-8343,A,Yangon,Normal,Feminino,Casa e estilo de vida,56.53,4,11306,237426,03/04/19,19:48,Cartão de débito,226.12,4.761904762,11306,5.5
372-26-1506,C,Naypyitaw,Normal,Feminino,Acessórios de moda,23.82,5,5955,125055,1/28/2019,19:24,Cartão de débito,119.1,4.761904762,5955,5.4
244-08-0162,B,Mandalay,Normal,Feminino,Saúde e beleza,34.21,10,17105,359205,01/02/19,13:00,Dinheiro,342.1,4.761904762,17105,5.1
569-71-4390,B,Mandalay,Normal,Masculino,Esportes e viagem,21.87,2,2187,45927,1/25/2019,14:29,Cartão de débito,43.74,4.761904762,2187,6.9
132-23-6451,A,Yangon,Membro,Masculino,Saúde e beleza,20.97,5,5.2425,110.0925,01/04/19,13:21,Dinheiro,104.85,4.761904762,5.2425,7.8
696-90-2548,A,Yangon,Normal,Masculino,Esportes e viagem,25.84,3,3876,81396,03/10/19,18:55,Cartão de débito,77.52,4.761904762,3876,6.6
472-15-9636,A,Yangon,Normal,Masculino,Casa e estilo de vida,50.93,8,20372,427812,3/22/2019,19:36,Cartão de débito,407.44,4.761904762,20372,9.2
268-03-6164,B,Mandalay,Normal,Masculino,Saúde e beleza,96.11,1,4.8055,100.9155,1/25/2019,16:28,Cartão de débito,96.11,4.761904762,4.8055,7.8
750-57-9686,C,Naypyitaw,Normal,Feminino,Casa e estilo de vida,45.38,4,9076,190596,01/08/19,13:48,Cartão de crédito,181.52,4.761904762,9076,8.7
186-09-3669,C,Naypyitaw,Membro,Feminino,Saúde e beleza,81.51,1,4.0755,85.5855,1/22/2019,10:57,Cartão de débito,81.51,4.761904762,4.0755,9.2
848-07-1692,B,Mandalay,Normal,Feminino,Saúde e beleza,57.22,2,5722,120162,01/12/19,17:13,Cartão de débito,114.44,4.761904762,5722,8.3
745-71-3520,A,Yangon,Membro,Feminino,Acessórios eletrônicos,25.22,7,8827,185367,02/04/19,10:23,Dinheiro,176.54,4.761904762,8827,8.2
266-76-6436,C,Naypyitaw,Membro,Feminino,Comida e bebidas,38.6,3,5.79,121.59,3/28/2019,13:57,Cartão de débito,115.8,4.761904762,5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Feminino,Acessórios eletrônicos,84.05,3,12.6075,264.7575,1/23/2019,13:29,Dinheiro,252.15,4.761904762,12.6075,9.8
271-88-8734,C,Naypyitaw,Membro,Feminino,Acessórios de moda,97.21,10,48605,1020705,02/08/19,13:00,Cartão de crédito,972.1,4.761904762,48605,8.7
301-81-8610,B,Mandalay,Membro,Masculino,Acessórios de moda,25.42,8,10168,213528,3/19/2019,19:42,Cartão de crédito,203.36,4.761904762,10168,6.7
489-64-4354,C,Naypyitaw,Normal,Masculino,Acessórios de moda,16.28,1,814,17094,03/09/19,15:36,Dinheiro,16.28,4.761904762,814,5
198-84-7132,B,Mandalay,Membro,Masculino,Acessórios de moda,40.61,9,18.2745,383.7645,01/02/19,13:40,Dinheiro,365.49,4.761904762,18.2745,7
269-10-8440,A,Yangon,Membro,Masculino,Saúde e beleza,53.17,7,18.6095,390.7995,1/21/2019,18:01,Dinheiro,372.19,4.761904762,18.6095,8.9
650-98-6268,B,Mandalay,Membro,Feminino,Comida e bebidas,20.87,3,3.1305,65.7405,3/20/2019,13:53,Cartão de crédito,62.61,4.761904762,3.1305,8
741-73-3559,B,Mandalay,Normal,Masculino,Esportes e viagem,67.27,5,16.8175,353.1675,2/27/2019,17:27,Dinheiro,336.35,4.761904762,16.8175,6.9
325-77-6186,A,Yangon,Membro,Feminino,Casa e estilo de vida,90.65,10,45325,951825,03/08/19,10:53,Cartão de débito,906.5,4.761904762,45325,7.3
286-75-7818,B,Mandalay,Normal,Masculino,Acessórios de moda,69.08,2,6908,145068,1/31/2019,19:48,Cartão de crédito,138.16,4.761904762,6908,6.9
574-57-9721,C,Naypyitaw,Normal,Masculino,Comida e bebidas,43.27,2,4327,90867,03/08/19,16:53,Cartão de débito,86.54,4.761904762,4327,5.7
459-50-7686,A,Yangon,Normal,Feminino,Acessórios eletrônicos,23.46,6,7038,147798,1/13/2019,19:14,Cartão de débito,140.76,4.761904762,7038,6.4
616-87-0016,B,Mandalay,Normal,Masculino,Acessórios de moda,95.54,7,33439,702219,03/09/19,14:36,Cartão de crédito,668.78,4.761904762,33439,9.6
837-55-7229,B,Mandalay,Normal,Feminino,Acessórios de moda,47.44,1,2372,49812,2/22/2019,18:19,Cartão de crédito,47.44,4.761904762,2372,6.8
751-69-0068,C,Naypyitaw,Normal,Masculino,Esportes e viagem,99.24,9,44658,937818,3/19/2019,19:09,Cartão de débito,893.16,4.761904762,44658,9
257-73-1380,C,Naypyitaw,Membro,Masculino,Esportes e viagem,82.93,4,16586,348306,1/20/2019,16:51,Cartão de débito,331.72,4.761904762,16586,9.6
345-08-4992,A,Yangon,Normal,Masculino,Casa e estilo de vida,33.99,6,10197,214137,03/08/19,15:37,Cartão de crédito,203.94,4.761904762,10197,7.7
549-96-4200,C,Naypyitaw,Membro,Masculino,Comida e bebidas,17.04,4,3408,71568,03/08/19,20:15,Cartão de débito,68.16,4.761904762,3408,7
810-60-6344,C,Naypyitaw,Normal,Feminino,Acessórios eletrônicos,40.86,8,16344,343224,02/07/19,14:38,Cartão de crédito,326.88,4.761904762,16344,6.5
450-28-2866,C,Naypyitaw,Membro,Masculino,Comida e bebidas,17.44,5,4.36,91.56,1/15/2019,19:25,Dinheiro,87.2,4.761904762,4.36,8.1
394-30-3170,B,Mandalay,Membro,Feminino,Esportes e viagem,88.43,8,35372,742812,3/22/2019,19:35,Cartão de crédito,707.44,4.761904762,35372,4.3
138-17-5109,A,Yangon,Membro,Feminino,Casa e estilo de vida,89.21,9,40.1445,843.0345,1/15/2019,15:42,Cartão de crédito,802.89,4.761904762,40.1445,6.5
192-98-7397,C,Naypyitaw,Normal,Masculino,Acessórios de moda,12.78,1,639,13419,01/08/19,14:11,Cartão de débito,12.78,4.761904762,639,9.5
301-11-9629,A,Yangon,Normal,Feminino,Esportes e viagem,19.1,7,6685,140385,1/15/2019,10:43,Dinheiro,133.7,4.761904762,6685,9.7
390-80-5128,B,Mandalay,Membro,Feminino,Saúde e beleza,19.15,1,0.9575,20.1075,1/28/2019,17:58,Cartão de crédito,19.15,4.761904762,0.9575,9.5
235-46-8343,C,Naypyitaw,Membro,Masculino,Comida e bebidas,27.66,10,13.83,290.43,2/14/2019,11:26,Cartão de crédito,276.6,4.761904762,13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Masculino,Acessórios de moda,45.74,3,6861,144081,03/10/19,17:38,Cartão de crédito,137.22,4.761904762,6861,6.5
296-11-7041,B,Mandalay,Membro,Feminino,Saúde e beleza,27.07,1,1.3535,28.4235,01/12/19,20:07,Cartão de crédito,27.07,4.761904762,1.3535,5.3
449-27-2918,B,Mandalay,Membro,Feminino,Esportes e viagem,39.12,1,1956,41076,3/26/2019,11:02,Cartão de crédito,39.12,4.761904762,1956,9.6
891-01-7034,B,Mandalay,Normal,Feminino,Acessórios eletrônicos,74.71,6,22413,470673,01/01/19,19:07,Dinheiro,448.26,4.761904762,22413,6.7
744-09-5786,B,Mandalay,Normal,Masculino,Acessórios eletrônicos,22.01,6,6603,138663,01/02/19,18:50,Dinheiro,132.06,4.761904762,6603,7.6
727-17-0390,A,Yangon,Normal,Feminino,Comida e bebidas,63.61,5,15.9025,333.9525,3/16/2019,12:43,Cartão de débito,318.05,4.761904762,15.9025,4.8
568-88-3448,A,Yangon,Normal,Masculino,Saúde e beleza,25,1,1.25,26.25,03/03/19,15:09,Cartão de débito,25,4.761904762,1.25,5.5
187-83-5490,A,Yangon,Membro,Masculino,Acessórios eletrônicos,20.77,4,4154,87234,1/31/2019,13:47,Dinheiro,83.08,4.761904762,4154,4.7
767-54-1907,B,Mandalay,Membro,Feminino,Acessórios de moda,29.56,5,7.39,155.19,2/13/2019,16:59,Dinheiro,147.8,4.761904762,7.39,6.9
710-46-4433,B,Mandalay,Membro,Feminino,Comida e bebidas,77.4,9,34.83,731.43,2/15/2019,14:15,Cartão de crédito,696.6,4.761904762,34.83,4.5
533-33-5337,B,Mandalay,Normal,Masculino,Acessórios eletrônicos,79.39,10,39695,833595,02/07/19,20:24,Dinheiro,793.9,4.761904762,39695,6.2
325-90-8763,C,Naypyitaw,Membro,Feminino,Acessórios eletrônicos,46.57,10,23285,488985,1/27/2019,13:58,Dinheiro,465.7,4.761904762,23285,7.6
729-46-7422,C,Naypyitaw,Normal,Masculino,Comida e bebidas,35.89,1,1.7945,37.6845,2/23/2019,16:52,Cartão de crédito,35.89,4.761904762,1.7945,7.9
639-76-1242,C,Naypyitaw,Normal,Masculino,Comida e bebidas,40.52,5,10.13,212.73,02/03/19,15:19,Dinheiro,202.6,4.761904762,10.13,4.5
234-03-4040,B,Mandalay,Membro,Feminino,Comida e bebidas,73.05,10,36525,767025,03/03/19,12:25,Cartão de crédito,730.5,4.761904762,36525,8.7
326-71-2155,C,Naypyitaw,Normal,Feminino,Esportes e viagem,73.95,4,14.79,310.59,02/03/19,10:02,Dinheiro,295.8,4.761904762,14.79,6.1
320-32-8842,C,Naypyitaw,Membro,Feminino,Comida e bebidas,22.62,1,1131,23751,3/17/2019,18:58,Dinheiro,22.62,4.761904762,1131,6.4
470-32-9057,A,Yangon,Membro,Masculino,Comida e bebidas,51.34,5,12835,269535,3/28/2019,15:31,Cartão de crédito,256.7,4.761904762,12835,9.1
878-30-2331,C,Naypyitaw,Membro,Feminino,Esportes e viagem,54.55,10,27275,572775,03/02/19,11:22,Cartão de crédito,545.5,4.761904762,27275,7.1
440-59-5691,C,Naypyitaw,Membro,Feminino,Saúde e beleza,37.15,7,13.0025,273.0525,02/08/19,13:12,Cartão de crédito,260.05,4.761904762,13.0025,7.7
554-53-3790,B,Mandalay,Normal,Masculino,Esportes e viagem,37.02,6,11106,233226,3/22/2019,18:33,Dinheiro,222.12,4.761904762,11106,4.5
746-19-0921,C,Naypyitaw,Normal,Masculino,Comida e bebidas,21.58,1,1079,22659,02/09/19,10:02,Cartão de débito,21.58,4.761904762,1079,7.2
233-34-0817,C,Naypyitaw,Membro,Feminino,Acessórios eletrônicos,98.84,1,4942,103782,2/15/2019,11:21,Dinheiro,98.84,4.761904762,4942,8.4
767-05-1286,C,Naypyitaw,Membro,Feminino,Casa e estilo de vida,83.77,6,25131,527751,1/23/2019,12:10,Cartão de débito,502.62,4.761904762,25131,5.4
340-21-9136,A,Yangon,Membro,Feminino,Esportes e viagem,40.05,4,8.01,168.21,1/25/2019,11:40,Dinheiro,160.2,4.761904762,8.01,9.7
405-31-3305,A,Yangon,Membro,Masculino,Acessórios de moda,43.13,10,21565,452865,02/02/19,18:31,Cartão de crédito,431.3,4.761904762,21565,5.5
731-59-7531,B,Mandalay,Membro,Masculino,Saúde e beleza,72.57,8,29028,609588,3/30/2019,17:58,Dinheiro,580.56,4.761904762,29028,4.6
676-39-6028,A,Yangon,Membro,Feminino,Acessórios eletrônicos,64.44,5,16.11,338.31,3/30/2019,17:04,Dinheiro,322.2,4.761904762,16.11,6.6
502-05-1910,A,Yangon,Normal,Masculino,Saúde e beleza,65.18,3,9777,205317,2/25/2019,20:35,Cartão de crédito,195.54,4.761904762,9777,6.3
485-30-8700,A,Yangon,Normal,Feminino,Esportes e viagem,33.26,5,8315,174615,3/18/2019,16:10,Cartão de crédito,166.3,4.761904762,8315,4.2
598-47-9715,C,Naypyitaw,Normal,Masculino,Acessórios eletrônicos,84.07,4,16814,353094,03/07/19,16:54,Cartão de débito,336.28,4.761904762,16814,4.4
701-69-8742,B,Mandalay,Normal,Masculino,Esportes e viagem,34.37,10,17185,360885,3/16/2019,10:11,Cartão de débito,343.7,4.761904762,17185,6.7
575-67-1508,A,Yangon,Normal,Masculino,Acessórios eletrônicos,38.6,1,1.93,40.53,1/29/2019,11:26,Cartão de débito,38.6,4.761904762,1.93,6.7
541-08-3113,C,Naypyitaw,Normal,Masculino,Comida e bebidas,65.97,8,26388,554148,02/02/19,20:29,Dinheiro,527.76,4.761904762,26388,8.4
246-11-3901,C,Naypyitaw,Normal,Feminino,Acessórios eletrônicos,32.8,10,16.4,344.4,2/15/2019,12:12,Dinheiro,328,4.761904762,16.4,6.2
674-15-9296,A,Yangon,Normal,Masculino,Esportes e viagem,37.14,5,9285,194985,01/08/19,13:05,Cartão de débito,185.7,4.761904762,9285,5
305-18-3552,B,Mandalay,Membro,Masculino,Casa e estilo de vida,60.38,10,30.19,633.99,02/12/19,16:19,Dinheiro,603.8,4.761904762,30.19,6
493-65-6248,C,Naypyitaw,Membro,Feminino,Esportes e viagem,36.98,10,18.49,388.29,01/01/19,19:48,Cartão de crédito,369.8,4.761904762,18.49,7
438-01-4015,B,Mandalay,Membro,Feminino,Esportes e viagem,49.49,4,9898,207858,3/21/2019,15:25,Cartão de débito,197.96,4.761904762,9898,6.6
709-58-4068,B,Mandalay,Normal,Feminino,Acessórios de moda,41.09,10,20545,431445,2/28/2019,14:42,Dinheiro,410.9,4.761904762,20545,7.3
795-49-7276,A,Yangon,Normal,Masculino,Acessórios de moda,37.15,4,7.43,156.03,3/23/2019,18:59,Cartão de débito,148.6,4.761904762,7.43,8.3
556-72-8512,C,Naypyitaw,Normal,Masculino,Casa e estilo de vida,22.96,1,1148,24108,1/30/2019,20:47,Dinheiro,22.96,4.761904762,1148,4.3
627-95-3243,B,Mandalay,Membro,Feminino,Casa e estilo de vida,77.68,9,34956,734076,02/04/19,13:21,Cartão de débito,699.12,4.761904762,34956,9.8
686-41-0932,B,Mandalay,Normal,Feminino,Acessórios de moda,34.7,2,3.47,72.87,3/13/2019,19:48,Cartão de débito,69.4,4.761904762,3.47,8.2
510-09-5628,A,Yangon,Membro,Feminino,Acessórios de moda,19.66,10,9.83,206.43,3/15/2019,18:20,Cartão de crédito,196.6,4.761904762,9.83,7.2
608-04-3797,B,Mandalay,Membro,Feminino,Saúde e beleza,25.32,8,10128,212688,03/05/19,20:24,Cartão de débito,202.56,4.761904762,10128,8.7
148-82-2527,C,Naypyitaw,Membro,Feminino,Casa e estilo de vida,12.12,10,6.06,127.26,03/05/19,13:44,Cartão de crédito,121.2,4.761904762,6.06,8.4
437-53-3084,B,Mandalay,Normal,Masculino,Acessórios de moda,99.89,2,9989,209769,2/26/2019,11:48,Cartão de débito,199.78,4.761904762,9989,7.1
632-32-4574,B,Mandalay,Normal,Masculino,Esportes e viagem,75.92,8,30368,637728,3/20/2019,14:14,Dinheiro,607.36,4.761904762,30368,5.5
556-97-7101,C,Naypyitaw,Normal,Feminino,Acessórios eletrônicos,63.22,2,6322,132762,01/01/19,15:51,Dinheiro,126.44,4.761904762,6322,8.5
862-59-8517,C,Naypyitaw,Normal,Feminino,Comida e bebidas,90.24,6,27072,568512,1/27/2019,11:17,Dinheiro,541.44,4.761904762,27072,6.2
401-18-8016,B,Mandalay,Membro,Feminino,Esportes e viagem,98.13,1,4.9065,103.0365,1/21/2019,17:36,Dinheiro,98.13,4.761904762,4.9065,8.9
